,subregion_cited,year,is_oa,count_doi,subregion_citing,subregion_citing_count
503,Eastern Europe,2018,False,44407,Western Asia,15090
504,Eastern Europe,2018,False,44407,Western Europe,39026
505,Eastern Europe,2018,False,44407,Eastern Europe,129645
506,Eastern Europe,2018,False,44407,Latin America and the Caribbean,14342
507,Eastern Europe,2018,False,44407,Northern Europe,27557
508,Eastern Europe,2018,False,44407,Southern Asia,28277
509,Eastern Europe,2018,False,44407,Sub-Saharan Africa,6599
510,Eastern Europe,2018,False,44407,Northern Africa,5043
511,Eastern Europe,2018,False,44407,Melanesia,41
512,Eastern Europe,2018,False,44407,Central Asia,1146
513,Eastern Europe,2018,False,44407,Polynesia,4
514,Northern Africa,2012,False,6518,Western Europe,9643
515,Northern Africa,2012,False,6518,Eastern Europe,4233
516,Northern Africa,2012,False,6518,Australia and New Zealand,3366
517,Northern Africa,2012,False,6518,Sub-Saharan Africa,2715
518,Northern Africa,2012,False,6518,Northern America,16514
519,Northern Africa,2012,False,6518,Northern Europe,7138
520,Northern Africa,2012,False,6518,Western Asia,13476
521,Northern Africa,2012,False,6518,Southern Europe,8280
522,Northern Africa,2012,False,6518,South-eastern Asia,4794
523,Northern Africa,2012,False,6518,Latin America and the Caribbean,4959
524,Northern Africa,2012,False,6518,Northern Africa,23413
525,Northern Africa,2012,False,6518,Southern Asia,16723
526,Northern Africa,2012,False,6518,Eastern Asia,25208
527,Northern Africa,2012,False,6518,Central Asia,79
528,Northern Africa,2012,False,6518,Melanesia,32
529,Northern Africa,2012,False,6518,Polynesia,2
530,Australia and New Zealand,2014,False,42721,Western Europe,122200
531,Australia and New Zealand,2014,False,42721,Western Asia,32745
532,Australia and New Zealand,2014,False,42721,Southern Europe,75129
533,Australia and New Zealand,2014,False,42721,Northern Europe,142958
534,Australia and New Zealand,2014,False,42721,Northern Africa,7390
535,Australia and New Zealand,2014,False,42721,Australia and New Zealand,222346
536,Australia and New Zealand,2014,False,42721,Sub-Saharan Africa,20173
537,Australia and New Zealand,2014,False,42721,Eastern Europe,27729
538,Australia and New Zealand,2014,False,42721,Southern Asia,60822
539,Australia and New Zealand,2014,False,42721,Northern America,261590
540,Australia and New Zealand,2014,False,42721,Eastern Asia,252050
541,Australia and New Zealand,2014,False,42721,South-eastern Asia,34138
542,Australia and New Zealand,2014,False,42721,Latin America and the Caribbean,43011
543,Australia and New Zealand,2014,False,42721,Melanesia,666
544,Australia and New Zealand,2014,False,42721,Polynesia,49
545,Australia and New Zealand,2014,False,42721,Central Asia,543
546,Australia and New Zealand,2014,False,42721,Micronesia,1
547,Latin America and the Caribbean,2019,False,37634,Sub-Saharan Africa,5570
548,Latin America and the Caribbean,2019,False,37634,Eastern Asia,60938
549,Latin America and the Caribbean,2019,False,37634,Australia and New Zealand,11149
550,Latin America and the Caribbean,2019,False,37634,Northern America,50602
551,Latin America and the Caribbean,2019,False,37634,Latin America and the Caribbean,92130
552,Latin America and the Caribbean,2019,False,37634,Northern Europe,23705
553,Latin America and the Caribbean,2019,False,37634,Western Asia,13644
554,Latin America and the Caribbean,2019,False,37634,Southern Europe,31254
555,Latin America and the Caribbean,2019,False,37634,Eastern Europe,11437
556,Latin America and the Caribbean,2019,False,37634,Western Europe,24930
557,Latin America and the Caribbean,2019,False,37634,Southern Asia,27981
558,Latin America and the Caribbean,2019,False,37634,South-eastern Asia,9972
559,Latin America and the Caribbean,2019,False,37634,Northern Africa,4839
560,Latin America and the Caribbean,2019,False,37634,Central Asia,213
561,Latin America and the Caribbean,2019,False,37634,Melanesia,70
562,Latin America and the Caribbean,2019,False,37634,Polynesia,6
563,Northern Europe,2016,False,71872,Southern Asia,70144
564,Northern Europe,2016,False,71872,Eastern Asia,280335
565,Northern Europe,2016,False,71872,Latin America and the Caribbean,51272
566,Northern Europe,2016,False,71872,Northern America,306884
567,Northern Europe,2016,False,71872,Western Asia,43418
568,Northern Europe,2016,False,71872,Western Europe,182545
569,Northern Europe,2016,False,71872,Eastern Europe,47929
570,Northern Europe,2016,False,71872,Northern Europe,307492
571,Northern Europe,2016,False,71872,Australia and New Zealand,72080
572,Northern Europe,2016,False,71872,Southern Europe,118112
573,Northern Europe,2016,False,71872,South-eastern Asia,33290
574,Northern Europe,2016,False,71872,Sub-Saharan Africa,22196
575,Northern Europe,2016,False,71872,Northern Africa,9513
576,Northern Europe,2016,False,71872,Central Asia,657
577,Northern Europe,2016,False,71872,Melanesia,232
578,Northern Europe,2016,False,71872,Polynesia,22
579,Central Asia,2017,False,537,Sub-Saharan Africa,146
580,Central Asia,2017,False,537,Western Europe,436
581,Central Asia,2017,False,537,Northern America,742
582,Central Asia,2017,False,537,Latin America and the Caribbean,217
583,Central Asia,2017,False,537,Southern Europe,349
584,Central Asia,2017,False,537,South-eastern Asia,240
585,Central Asia,2017,False,537,Southern Asia,546
586,Central Asia,2017,False,537,Northern Europe,389
587,Central Asia,2017,False,537,Australia and New Zealand,179
588,Central Asia,2017,False,537,Eastern Asia,1536
589,Central Asia,2017,False,537,Eastern Europe,700
590,Central Asia,2017,False,537,Central Asia,914
591,Central Asia,2017,False,537,Western Asia,349
592,Central Asia,2017,False,537,Northern Africa,76
593,Melanesia,2012,False,127,Western Europe,192
594,Melanesia,2012,False,127,Eastern Asia,307
595,Melanesia,2012,False,127,Australia and New Zealand,423
596,Melanesia,2012,False,127,Southern Europe,97
597,Melanesia,2012,False,127,Southern Asia,144
598,Melanesia,2012,False,127,Northern America,459
599,Melanesia,2012,False,127,Latin America and the Caribbean,118
600,Melanesia,2012,False,127,Polynesia,10
601,Melanesia,2012,False,127,Sub-Saharan Africa,92
602,Melanesia,2012,False,127,Northern Africa,20
603,Melanesia,2012,False,127,Western Asia,49
604,Melanesia,2012,False,127,Eastern Europe,35
605,Melanesia,2012,False,127,Northern Europe,247
606,Melanesia,2012,False,127,South-eastern Asia,100
607,Melanesia,2012,False,127,Melanesia,277
608,Micronesia,2014,True,1,Northern America,1
609,Micronesia,2014,True,1,Australia and New Zealand,1
610,Micronesia,2014,True,1,South-eastern Asia,1
611,Micronesia,2014,True,1,Western Europe,1
612,Micronesia,2014,True,1,Eastern Asia,2
613,Australia and New Zealand,2014,True,31960,Northern America,387208
614,Australia and New Zealand,2014,True,31960,Australia and New Zealand,219581
615,Australia and New Zealand,2014,True,31960,Northern Europe,211345
616,Australia and New Zealand,2014,True,31960,Western Asia,38029
617,Australia and New Zealand,2014,True,31960,Southern Asia,56878
618,Australia and New Zealand,2014,True,31960,South-eastern Asia,34576
619,Australia and New Zealand,2014,True,31960,Eastern Asia,220967
620,Australia and New Zealand,2014,True,31960,Southern Europe,107391
621,Australia and New Zealand,2014,True,31960,Western Europe,193967
622,Australia and New Zealand,2014,True,31960,Eastern Europe,39386
623,Australia and New Zealand,2014,True,31960,Latin America and the Caribbean,61116
624,Australia and New Zealand,2014,True,31960,Melanesia,887
625,Australia and New Zealand,2014,True,31960,Central Asia,571
626,Australia and New Zealand,2014,True,31960,Northern Africa,8499
627,Australia and New Zealand,2014,True,31960,Sub-Saharan Africa,30461
628,Australia and New Zealand,2014,True,31960,Polynesia,47
629,Australia and New Zealand,2014,True,31960,Micronesia,2
630,Sub-Saharan Africa,2017,True,19890,Western Europe,59366
631,Sub-Saharan Africa,2017,True,19890,Eastern Asia,59507
632,Sub-Saharan Africa,2017,True,19890,Northern Europe,69806
633,Sub-Saharan Africa,2017,True,19890,Southern Asia,31377
634,Sub-Saharan Africa,2017,True,19890,Australia and New Zealand,27725
635,Sub-Saharan Africa,2017,True,19890,Northern America,127864
636,Sub-Saharan Africa,2017,True,19890,South-eastern Asia,13597
637,Sub-Saharan Africa,2017,True,19890,Sub-Saharan Africa,81029
638,Sub-Saharan Africa,2017,True,19890,Latin America and the Caribbean,23470
639,Sub-Saharan Africa,2017,True,19890,Eastern Europe,13385
640,Sub-Saharan Africa,2017,True,19890,Western Asia,14941
641,Sub-Saharan Africa,2017,True,19890,Southern Europe,32061
642,Sub-Saharan Africa,2017,True,19890,Northern Africa,4849
643,Sub-Saharan Africa,2017,True,19890,Central Asia,341
644,Sub-Saharan Africa,2017,True,19890,Melanesia,273
645,Sub-Saharan Africa,2017,True,19890,Polynesia,18
646,Central Asia,2011,True,74,Western Asia,74
647,Central Asia,2011,True,74,Southern Europe,172
648,Central Asia,2011,True,74,Southern Asia,212
649,Central Asia,2011,True,74,Northern America,294
650,Central Asia,2011,True,74,Central Asia,257
651,Central Asia,2011,True,74,Western Europe,187
652,Central Asia,2011,True,74,Eastern Europe,110
653,Central Asia,2011,True,74,Eastern Asia,218
654,Central Asia,2011,True,74,Northern Europe,115
655,Central Asia,2011,True,74,South-eastern Asia,19
656,Central Asia,2011,True,74,Australia and New Zealand,24
657,Central Asia,2011,True,74,Northern Africa,33
658,Central Asia,2011,True,74,Latin America and the Caribbean,61
659,Central Asia,2011,True,74,Sub-Saharan Africa,20
660,Southern Europe,2018,False,65815,Eastern Asia,174004
661,Southern Europe,2018,False,65815,Southern Asia,59554
662,Southern Europe,2018,False,65815,Latin America and the Caribbean,48305
663,Southern Europe,2018,False,65815,Southern Europe,229321
664,Southern Europe,2018,False,65815,Western Europe,92084
665,Southern Europe,2018,False,65815,Northern Africa,10639
666,Southern Europe,2018,False,65815,Western Asia,34812
667,Southern Europe,2018,False,65815,Northern America,140613
668,Southern Europe,2018,False,65815,Northern Europe,77707
669,Southern Europe,2018,False,65815,Australia and New Zealand,28916
670,Southern Europe,2018,False,65815,South-eastern Asia,21455
671,Southern Europe,2018,False,65815,Eastern Europe,37582
672,Southern Europe,2018,False,65815,Sub-Saharan Africa,10583
673,Southern Europe,2018,False,65815,Melanesia,156
674,Southern Europe,2018,False,65815,Central Asia,688
675,Southern Europe,2018,False,65815,Polynesia,18
676,Australia and New Zealand,2012,False,39987,Northern Europe,165599
677,Australia and New Zealand,2012,False,39987,Western Asia,33273
678,Australia and New Zealand,2012,False,39987,Australia and New Zealand,245982
679,Australia and New Zealand,2012,False,39987,Southern Asia,60169
680,Australia and New Zealand,2012,False,39987,Eastern Asia,236181
681,Australia and New Zealand,2012,False,39987,Northern America,297690
682,Australia and New Zealand,2012,False,39987,Sub-Saharan Africa,22518
683,Australia and New Zealand,2012,False,39987,Western Europe,142528
684,Australia and New Zealand,2012,False,39987,Southern Europe,85241
685,Australia and New Zealand,2012,False,39987,Latin America and the Caribbean,46576
686,Australia and New Zealand,2012,False,39987,Northern Africa,7747
687,Australia and New Zealand,2012,False,39987,Eastern Europe,30365
688,Australia and New Zealand,2012,False,39987,South-eastern Asia,34672
689,Australia and New Zealand,2012,False,39987,Melanesia,742
690,Australia and New Zealand,2012,False,39987,Central Asia,444
691,Australia and New Zealand,2012,False,39987,Polynesia,52
692,Australia and New Zealand,2012,False,39987,Micronesia,1
693,Southern Europe,2012,True,48106,Latin America and the Caribbean,101685
694,Southern Europe,2012,True,48106,Western Europe,309797
695,Southern Europe,2012,True,48106,Australia and New Zealand,81374
696,Southern Europe,2012,True,48106,Western Asia,61222
697,Southern Europe,2012,True,48106,Southern Europe,389678
698,Southern Europe,2012,True,48106,Northern America,484873
699,Southern Europe,2012,True,48106,Eastern Europe,76822
700,Southern Europe,2012,True,48106,Eastern Asia,300383
701,Southern Europe,2012,True,48106,Northern Europe,250247
702,Southern Europe,2012,True,48106,South-eastern Asia,34736
703,Southern Europe,2012,True,48106,Sub-Saharan Africa,30533
704,Southern Europe,2012,True,48106,Southern Asia,83854
705,Southern Europe,2012,True,48106,Northern Africa,16289
706,Southern Europe,2012,True,48106,Central Asia,1009
707,Southern Europe,2012,True,48106,Melanesia,331
708,Southern Europe,2012,True,48106,Polynesia,23
709,Australia and New Zealand,2017,True,41861,Eastern Europe,38636
710,Australia and New Zealand,2017,True,41861,Eastern Asia,240681
711,Australia and New Zealand,2017,True,41861,Northern America,355909
712,Australia and New Zealand,2017,True,41861,Southern Asia,60090
713,Australia and New Zealand,2017,True,41861,Western Europe,180808
714,Australia and New Zealand,2017,True,41861,Southern Europe,105860
715,Australia and New Zealand,2017,True,41861,Northern Europe,205225
716,Australia and New Zealand,2017,True,41861,Latin America and the Caribbean,57613
717,Australia and New Zealand,2017,True,41861,Sub-Saharan Africa,30665
718,Australia and New Zealand,2017,True,41861,Australia and New Zealand,205414
719,Australia and New Zealand,2017,True,41861,Central Asia,767
720,Australia and New Zealand,2017,True,41861,Western Asia,39227
721,Australia and New Zealand,2017,True,41861,Northern Africa,8914
722,Australia and New Zealand,2017,True,41861,South-eastern Asia,34749
723,Australia and New Zealand,2017,True,41861,Melanesia,759
724,Australia and New Zealand,2017,True,41861,Polynesia,62
725,Australia and New Zealand,2017,True,41861,Micronesia,2
726,Northern Africa,2014,False,8839,Western Asia,17052
727,Northern Africa,2014,False,8839,Latin America and the Caribbean,5944
728,Northern Africa,2014,False,8839,Southern Europe,9789
729,Northern Africa,2014,False,8839,South-eastern Asia,5624
730,Northern Africa,2014,False,8839,Western Europe,11166
731,Northern Africa,2014,False,8839,Sub-Saharan Africa,3105
732,Northern Africa,2014,False,8839,Southern Asia,20788
733,Northern Africa,2014,False,8839,Northern Africa,30593
734,Northern Africa,2014,False,8839,Eastern Asia,29637
735,Northern Africa,2014,False,8839,Northern America,17224
736,Northern Africa,2014,False,8839,Northern Europe,7755
737,Northern Africa,2014,False,8839,Eastern Europe,4997
738,Northern Africa,2014,False,8839,Australia and New Zealand,3758
739,Northern Africa,2014,False,8839,Central Asia,133
740,Northern Africa,2014,False,8839,Melanesia,20
741,Northern Africa,2014,False,8839,Polynesia,1
742,Western Asia,2014,True,21481,Northern Africa,11414
743,Western Asia,2014,True,21481,South-eastern Asia,18951
744,Western Asia,2014,True,21481,Northern America,175865
745,Western Asia,2014,True,21481,Australia and New Zealand,29165
746,Western Asia,2014,True,21481,Latin America and the Caribbean,28452
747,Western Asia,2014,True,21481,Southern Asia,44808
748,Western Asia,2014,True,21481,Western Asia,77548
749,Western Asia,2014,True,21481,Western Europe,91121
750,Western Asia,2014,True,21481,Northern Europe,78951
751,Western Asia,2014,True,21481,Eastern Europe,25657
752,Western Asia,2014,True,21481,Southern Europe,59081
753,Western Asia,2014,True,21481,Eastern Asia,123484
754,Western Asia,2014,True,21481,Sub-Saharan Africa,13422
755,Western Asia,2014,True,21481,Central Asia,502
756,Western Asia,2014,True,21481,Melanesia,177
757,Western Asia,2014,True,21481,Polynesia,6
758,Latin America and the Caribbean,2017,True,49390,Northern America,188481
759,Latin America and the Caribbean,2017,True,49390,Western Europe,100643
760,Latin America and the Caribbean,2017,True,49390,Eastern Asia,114344
761,Latin America and the Caribbean,2017,True,49390,Latin America and the Caribbean,185710
762,Latin America and the Caribbean,2017,True,49390,Northern Africa,7903
763,Latin America and the Caribbean,2017,True,49390,Sub-Saharan Africa,19818
764,Latin America and the Caribbean,2017,True,49390,Australia and New Zealand,38554
765,Latin America and the Caribbean,2017,True,49390,Western Asia,25487
766,Latin America and the Caribbean,2017,True,49390,Eastern Europe,29614
