,subregion_cited,year,is_oa,count_doi,subregion_citing,subregion_citing_count
1400,Northern Europe,2015,True,121544,Latin America and the Caribbean,172747
1401,Northern Europe,2015,True,121544,South-eastern Asia,91078
1402,Northern Europe,2015,True,121544,Northern Africa,24148
1403,Northern Europe,2015,True,121544,Central Asia,1992
1404,Northern Europe,2015,True,121544,Melanesia,966
1405,Northern Europe,2015,True,121544,Polynesia,101
1406,Northern Europe,2015,True,121544,Micronesia,3
1407,Southern Europe,2015,True,67754,Eastern Europe,87705
1408,Southern Europe,2015,True,67754,Northern Africa,17362
1409,Southern Europe,2015,True,67754,Southern Asia,98000
1410,Southern Europe,2015,True,67754,Western Europe,328763
1411,Southern Europe,2015,True,67754,Northern America,496913
1412,Southern Europe,2015,True,67754,Western Asia,67989
1413,Southern Europe,2015,True,67754,Latin America and the Caribbean,110351
1414,Southern Europe,2015,True,67754,Northern Europe,274970
1415,Southern Europe,2015,True,67754,Southern Europe,437835
1416,Southern Europe,2015,True,67754,Sub-Saharan Africa,32103
1417,Southern Europe,2015,True,67754,Eastern Asia,351671
1418,Southern Europe,2015,True,67754,Australia and New Zealand,89388
1419,Southern Europe,2015,True,67754,South-eastern Asia,40654
1420,Southern Europe,2015,True,67754,Central Asia,1284
1421,Southern Europe,2015,True,67754,Polynesia,37
1422,Southern Europe,2015,True,67754,Melanesia,320
1423,Southern Asia,2019,False,88517,Southern Asia,364836
1424,Southern Asia,2019,False,88517,Eastern Asia,251835
1425,Southern Asia,2019,False,88517,Australia and New Zealand,28020
1426,Southern Asia,2019,False,88517,Western Europe,38397
1427,Southern Asia,2019,False,88517,Northern Europe,46425
1428,Southern Asia,2019,False,88517,Northern America,94978
1429,Southern Asia,2019,False,88517,Southern Europe,44977
1430,Southern Asia,2019,False,88517,Western Asia,80206
1431,Southern Asia,2019,False,88517,South-eastern Asia,54827
1432,Southern Asia,2019,False,88517,Northern Africa,25715
1433,Southern Asia,2019,False,88517,Latin America and the Caribbean,34566
1434,Southern Asia,2019,False,88517,Central Asia,1249
1435,Southern Asia,2019,False,88517,Eastern Europe,31871
1436,Southern Asia,2019,False,88517,Sub-Saharan Africa,19650
1437,Southern Asia,2019,False,88517,Melanesia,289
1438,Southern Asia,2019,False,88517,Polynesia,6
1439,Southern Europe,2013,True,53844,Western Europe,318493
1440,Southern Europe,2013,True,53844,Australia and New Zealand,84370
1441,Southern Europe,2013,True,53844,Eastern Asia,313867
1442,Southern Europe,2013,True,53844,Southern Asia,86174
1443,Southern Europe,2013,True,53844,Northern Europe,262555
1444,Southern Europe,2013,True,53844,Northern America,500329
1445,Southern Europe,2013,True,53844,Latin America and the Caribbean,103786
1446,Southern Europe,2013,True,53844,Southern Europe,414869
1447,Southern Europe,2013,True,53844,Western Asia,63643
1448,Southern Europe,2013,True,53844,Sub-Saharan Africa,30794
1449,Southern Europe,2013,True,53844,Eastern Europe,82215
1450,Southern Europe,2013,True,53844,South-eastern Asia,36215
1451,Southern Europe,2013,True,53844,Central Asia,1137
1452,Southern Europe,2013,True,53844,Northern Africa,16100
1453,Southern Europe,2013,True,53844,Polynesia,36
1454,Southern Europe,2013,True,53844,Melanesia,300
1455,Southern Europe,2013,True,53844,Micronesia,2
1456,Western Asia,2015,True,24479,Western Europe,97133
1457,Western Asia,2015,True,24479,Sub-Saharan Africa,13911
1458,Western Asia,2015,True,24479,Eastern Europe,27578
1459,Western Asia,2015,True,24479,Central Asia,601
1460,Western Asia,2015,True,24479,Northern Europe,83579
1461,Western Asia,2015,True,24479,Northern Africa,11728
1462,Western Asia,2015,True,24479,Latin America and the Caribbean,28791
1463,Western Asia,2015,True,24479,Southern Asia,49206
1464,Western Asia,2015,True,24479,Southern Europe,61961
1465,Western Asia,2015,True,24479,Eastern Asia,141269
1466,Western Asia,2015,True,24479,Northern America,187564
1467,Western Asia,2015,True,24479,Western Asia,82293
1468,Western Asia,2015,True,24479,Australia and New Zealand,31098
1469,Western Asia,2015,True,24479,South-eastern Asia,20574
1470,Western Asia,2015,True,24479,Melanesia,160
1471,Western Asia,2015,True,24479,Polynesia,12
1472,Eastern Europe,2013,False,41164,Western Europe,78925
1473,Eastern Europe,2013,False,41164,Eastern Asia,110741
1474,Eastern Europe,2013,False,41164,Northern Africa,5747
1475,Eastern Europe,2013,False,41164,Northern Europe,53149
1476,Eastern Europe,2013,False,41164,Northern America,96928
1477,Eastern Europe,2013,False,41164,Eastern Europe,191775
1478,Eastern Europe,2013,False,41164,Southern Europe,50195
1479,Eastern Europe,2013,False,41164,Latin America and the Caribbean,21208
1480,Eastern Europe,2013,False,41164,Southern Asia,37439
1481,Eastern Europe,2013,False,41164,Australia and New Zealand,16740
1482,Eastern Europe,2013,False,41164,Sub-Saharan Africa,8373
1483,Eastern Europe,2013,False,41164,South-eastern Asia,12244
1484,Eastern Europe,2013,False,41164,Western Asia,19371
1485,Eastern Europe,2013,False,41164,Central Asia,748
1486,Eastern Europe,2013,False,41164,Melanesia,43
1487,Eastern Europe,2013,False,41164,Polynesia,7
1488,Southern Asia,2013,False,63040,Western Europe,71784
1489,Southern Asia,2013,False,63040,Northern Africa,26584
1490,Southern Asia,2013,False,63040,Australia and New Zealand,36304
1491,Southern Asia,2013,False,63040,Latin America and the Caribbean,48025
1492,Southern Asia,2013,False,63040,Eastern Europe,40585
1493,Southern Asia,2013,False,63040,Western Asia,70170
1494,Southern Asia,2013,False,63040,Southern Europe,67819
1495,Southern Asia,2013,False,63040,Sub-Saharan Africa,27227
1496,Southern Asia,2013,False,63040,Northern America,159048
1497,Southern Asia,2013,False,63040,Southern Asia,453383
1498,Southern Asia,2013,False,63040,Eastern Asia,293477
1499,Southern Asia,2013,False,63040,South-eastern Asia,53809
1500,Southern Asia,2013,False,63040,Northern Europe,70625
1501,Southern Asia,2013,False,63040,Central Asia,883
1502,Southern Asia,2013,False,63040,Melanesia,342
1503,Southern Asia,2013,False,63040,Polynesia,7
1504,Southern Asia,2013,False,63040,Micronesia,2
1505,Eastern Europe,2015,False,47502,Eastern Asia,115260
1506,Eastern Europe,2015,False,47502,Eastern Europe,196135
1507,Eastern Europe,2015,False,47502,Western Europe,69533
1508,Eastern Europe,2015,False,47502,Sub-Saharan Africa,8952
1509,Eastern Europe,2015,False,47502,Northern Europe,47433
1510,Eastern Europe,2015,False,47502,Western Asia,19811
1511,Eastern Europe,2015,False,47502,South-eastern Asia,13432
1512,Eastern Europe,2015,False,47502,Southern Europe,46019
1513,Eastern Europe,2015,False,47502,Northern America,86310
1514,Eastern Europe,2015,False,47502,Latin America and the Caribbean,21409
1515,Eastern Europe,2015,False,47502,Northern Africa,5884
1516,Eastern Europe,2015,False,47502,Australia and New Zealand,15698
1517,Eastern Europe,2015,False,47502,Southern Asia,38136
1518,Eastern Europe,2015,False,47502,Central Asia,853
1519,Eastern Europe,2015,False,47502,Melanesia,71
1520,Eastern Europe,2015,False,47502,Polynesia,6
1521,Central Asia,2014,True,234,South-eastern Asia,144
1522,Central Asia,2014,True,234,Sub-Saharan Africa,104
1523,Central Asia,2014,True,234,Western Europe,736
1524,Central Asia,2014,True,234,Northern Africa,72
1525,Central Asia,2014,True,234,Eastern Asia,727
1526,Central Asia,2014,True,234,Northern America,1026
1527,Central Asia,2014,True,234,Northern Europe,732
1528,Central Asia,2014,True,234,Western Asia,267
1529,Central Asia,2014,True,234,Central Asia,391
1530,Central Asia,2014,True,234,Eastern Europe,403
1531,Central Asia,2014,True,234,Southern Europe,536
1532,Central Asia,2014,True,234,Southern Asia,559
1533,Central Asia,2014,True,234,Latin America and the Caribbean,208
1534,Central Asia,2014,True,234,Australia and New Zealand,178
1535,Central Asia,2014,True,234,Melanesia,2
1536,Central Asia,2018,False,631,Central Asia,1257
1537,Central Asia,2018,False,631,Southern Asia,814
1538,Central Asia,2018,False,631,Latin America and the Caribbean,236
1539,Central Asia,2018,False,631,Western Europe,524
1540,Central Asia,2018,False,631,Southern Europe,419
1541,Central Asia,2018,False,631,Eastern Asia,1966
1542,Central Asia,2018,False,631,Northern America,986
1543,Central Asia,2018,False,631,Western Asia,473
1544,Central Asia,2018,False,631,Northern Europe,534
1545,Central Asia,2018,False,631,Eastern Europe,708
1546,Central Asia,2018,False,631,South-eastern Asia,381
1547,Central Asia,2018,False,631,Sub-Saharan Africa,172
1548,Central Asia,2018,False,631,Australia and New Zealand,222
1549,Central Asia,2018,False,631,Northern Africa,122
1550,Latin America and the Caribbean,2010,True,29835,Australia and New Zealand,25226
1551,Latin America and the Caribbean,2010,True,29835,Northern Europe,60266
1552,Latin America and the Caribbean,2010,True,29835,Northern America,149875
1553,Latin America and the Caribbean,2010,True,29835,Sub-Saharan Africa,13928
1554,Latin America and the Caribbean,2010,True,29835,Eastern Asia,71561
1555,Latin America and the Caribbean,2010,True,29835,Western Europe,74351
1556,Latin America and the Caribbean,2010,True,29835,Latin America and the Caribbean,194079
1557,Latin America and the Caribbean,2010,True,29835,Southern Asia,30266
1558,Latin America and the Caribbean,2010,True,29835,Eastern Europe,19891
1559,Latin America and the Caribbean,2010,True,29835,Central Asia,180
1560,Latin America and the Caribbean,2010,True,29835,Southern Europe,56108
1561,Latin America and the Caribbean,2010,True,29835,Northern Africa,5657
1562,Latin America and the Caribbean,2010,True,29835,Western Asia,16578
1563,Latin America and the Caribbean,2010,True,29835,South-eastern Asia,11405
1564,Latin America and the Caribbean,2010,True,29835,Melanesia,140
1565,Latin America and the Caribbean,2010,True,29835,Polynesia,3
1566,Northern Europe,2011,False,104170,South-eastern Asia,72649
1567,Northern Europe,2011,False,104170,Eastern Asia,577287
1568,Northern Europe,2011,False,104170,Northern Europe,828841
1569,Northern Europe,2011,False,104170,Australia and New Zealand,195992
1570,Northern Europe,2011,False,104170,Northern America,855606
1571,Northern Europe,2011,False,104170,Southern Europe,287591
1572,Northern Europe,2011,False,104170,Western Europe,500538
1573,Northern Europe,2011,False,104170,Eastern Europe,107062
1574,Northern Europe,2011,False,104170,Southern Asia,145976
1575,Northern Europe,2011,False,104170,Western Asia,92607
1576,Northern Europe,2011,False,104170,Northern Africa,19210
1577,Northern Europe,2011,False,104170,Sub-Saharan Africa,54548
1578,Northern Europe,2011,False,104170,Latin America and the Caribbean,118064
1579,Northern Europe,2011,False,104170,Central Asia,1097
1580,Northern Europe,2011,False,104170,Melanesia,549
1581,Northern Europe,2011,False,104170,Polynesia,87
1582,Northern Europe,2011,False,104170,Micronesia,6
1583,Polynesia,2016,True,29,Northern Africa,1
1584,Polynesia,2016,True,29,Eastern Europe,9
1585,Polynesia,2016,True,29,Southern Europe,26
1586,Polynesia,2016,True,29,Sub-Saharan Africa,26
1587,Polynesia,2016,True,29,Australia and New Zealand,26
1588,Polynesia,2016,True,29,South-eastern Asia,57
1589,Polynesia,2016,True,29,Polynesia,51
1590,Polynesia,2016,True,29,Latin America and the Caribbean,40
1591,Polynesia,2016,True,29,Southern Asia,24
1592,Polynesia,2016,True,29,Northern America,103
1593,Polynesia,2016,True,29,Eastern Asia,120
1594,Polynesia,2016,True,29,Western Europe,102
1595,Polynesia,2016,True,29,Northern Europe,37
1596,Polynesia,2016,True,29,Western Asia,9
1597,Polynesia,2016,True,29,Melanesia,1
1598,Micronesia,2018,True,1,Micronesia,2
1599,Micronesia,2018,True,1,Northern America,4
1600,Latin America and the Caribbean,2011,False,28144,Northern Europe,54858
1601,Latin America and the Caribbean,2011,False,28144,Northern America,129811
1602,Latin America and the Caribbean,2011,False,28144,Western Europe,65337
1603,Latin America and the Caribbean,2011,False,28144,Eastern Asia,97806
1604,Latin America and the Caribbean,2011,False,28144,Southern Europe,60336
1605,Latin America and the Caribbean,2011,False,28144,Latin America and the Caribbean,174735
1606,Latin America and the Caribbean,2011,False,28144,South-eastern Asia,15889
1607,Latin America and the Caribbean,2011,False,28144,Southern Asia,42355
1608,Latin America and the Caribbean,2011,False,28144,Western Asia,19879
1609,Latin America and the Caribbean,2011,False,28144,Northern Africa,6967
1610,Latin America and the Caribbean,2011,False,28144,Australia and New Zealand,24742
1611,Latin America and the Caribbean,2011,False,28144,Sub-Saharan Africa,12301
1612,Latin America and the Caribbean,2011,False,28144,Eastern Europe,20153
1613,Latin America and the Caribbean,2011,False,28144,Melanesia,145
1614,Latin America and the Caribbean,2011,False,28144,Polynesia,7
1615,Latin America and the Caribbean,2011,False,28144,Central Asia,205
1616,Western Europe,2011,False,120230,Northern America,978802
1617,Western Europe,2011,False,120230,Southern Europe,356427
1618,Western Europe,2011,False,120230,Western Europe,1091544
1619,Western Europe,2011,False,120230,Australia and New Zealand,168424
1620,Western Europe,2011,False,120230,Latin America and the Caribbean,138750
1621,Western Europe,2011,False,120230,Sub-Saharan Africa,52569
1622,Western Europe,2011,False,120230,Eastern Europe,159644
1623,Western Europe,2011,False,120230,Southern Asia,176841
1624,Western Europe,2011,False,120230,Northern Europe,497798
1625,Western Europe,2011,False,120230,Western Asia,112206
1626,Western Europe,2011,False,120230,South-eastern Asia,78824
1627,Western Europe,2011,False,120230,Eastern Asia,792700
1628,Western Europe,2011,False,120230,Northern Africa,27732
1629,Western Europe,2011,False,120230,Central Asia,1445
1630,Western Europe,2011,False,120230,Melanesia,410
1631,Western Europe,2011,False,120230,Polynesia,106
1632,Central Asia,2016,True,368,Eastern Europe,474
1633,Central Asia,2016,True,368,Eastern Asia,1205
1634,Central Asia,2016,True,368,Southern Asia,586
1635,Central Asia,2016,True,368,Northern Europe,776
1636,Central Asia,2016,True,368,Southern Europe,682
1637,Central Asia,2016,True,368,Central Asia,662
1638,Central Asia,2016,True,368,Western Europe,710
1639,Central Asia,2016,True,368,Northern America,1174
1640,Central Asia,2016,True,368,Latin America and the Caribbean,289
1641,Central Asia,2016,True,368,Australia and New Zealand,278
1642,Central Asia,2016,True,368,South-eastern Asia,169
1643,Central Asia,2016,True,368,Western Asia,325
1644,Central Asia,2016,True,368,Sub-Saharan Africa,167
1645,Central Asia,2016,True,368,Northern Africa,70
1646,Central Asia,2016,True,368,Melanesia,5
1647,Polynesia,2012,False,11,Southern Europe,8
1648,Polynesia,2012,False,11,Western Asia,23
1649,Polynesia,2012,False,11,Australia and New Zealand,35
1650,Polynesia,2012,False,11,South-eastern Asia,26
1651,Polynesia,2012,False,11,Western Europe,80
1652,Polynesia,2012,False,11,Northern America,48
1653,Polynesia,2012,False,11,Eastern Asia,38
1654,Polynesia,2012,False,11,Latin America and the Caribbean,22
1655,Polynesia,2012,False,11,Southern Asia,18
1656,Polynesia,2012,False,11,Sub-Saharan Africa,27
1657,Polynesia,2012,False,11,Polynesia,13
1658,Polynesia,2012,False,11,Northern Europe,12
1659,Polynesia,2012,False,11,Northern Africa,3
1660,Polynesia,2012,False,11,Melanesia,2
1661,Polynesia,2012,False,11,Eastern Europe,2
1662,Western Europe,2012,True,91103,Northern Europe,651829
1663,Western Europe,2012,True,91103,Latin America and the Caribbean,168245
1664,Western Europe,2012,True,91103,Southern Asia,154152
1665,Western Europe,2012,True,91103,Northern America,1315791
1666,Western Europe,2012,True,91103,Western Europe,1151053
1667,Western Europe,2012,True,91103,Eastern Asia,718436
1668,Western Europe,2012,True,91103,Northern Africa,26068
1669,Western Europe,2012,True,91103,South-eastern Asia,75810
1670,Western Europe,2012,True,91103,Eastern Europe,166884
1671,Western Europe,2012,True,91103,Western Asia,118982
1672,Western Europe,2012,True,91103,Australia and New Zealand,207340
1673,Western Europe,2012,True,91103,Southern Europe,413697
1674,Western Europe,2012,True,91103,Sub-Saharan Africa,73662
1675,Western Europe,2012,True,91103,Central Asia,1654
1676,Western Europe,2012,True,91103,Melanesia,617
1677,Western Europe,2012,True,91103,Polynesia,118
1678,Western Europe,2012,True,91103,Micronesia,5
1679,Australia and New Zealand,2013,False,43231,Northern Europe,159752
1680,Australia and New Zealand,2013,False,43231,Western Europe,135751
1681,Australia and New Zealand,2013,False,43231,Australia and New Zealand,244697
1682,Australia and New Zealand,2013,False,43231,South-eastern Asia,34691
1683,Australia and New Zealand,2013,False,43231,Eastern Asia,245330
1684,Australia and New Zealand,2013,False,43231,Sub-Saharan Africa,21099
1685,Australia and New Zealand,2013,False,43231,Southern Asia,60370
1686,Australia and New Zealand,2013,False,43231,Northern America,289684
1687,Australia and New Zealand,2013,False,43231,Southern Europe,83316
1688,Australia and New Zealand,2013,False,43231,Latin America and the Caribbean,46036
1689,Australia and New Zealand,2013,False,43231,Western Asia,33823
1690,Australia and New Zealand,2013,False,43231,Eastern Europe,29318
1691,Australia and New Zealand,2013,False,43231,Northern Africa,7641
1692,Australia and New Zealand,2013,False,43231,Central Asia,474
1693,Australia and New Zealand,2013,False,43231,Melanesia,678
1694,Australia and New Zealand,2013,False,43231,Micronesia,5
1695,Australia and New Zealand,2013,False,43231,Polynesia,39
1696,Polynesia,2019,False,16,Northern Europe,5
1697,Polynesia,2019,False,16,Southern Europe,6
1698,Polynesia,2019,False,16,Southern Asia,5
1699,Polynesia,2019,False,16,Northern America,17
1700,Polynesia,2019,False,16,Polynesia,9
1701,Polynesia,2019,False,16,Sub-Saharan Africa,4
1702,Polynesia,2019,False,16,Australia and New Zealand,14
1703,Polynesia,2019,False,16,Latin America and the Caribbean,4
1704,Polynesia,2019,False,16,Western Europe,14
1705,Polynesia,2019,False,16,Eastern Asia,18
1706,Polynesia,2019,False,16,Western Asia,3
1707,Polynesia,2019,False,16,South-eastern Asia,9
1708,Polynesia,2019,False,16,Melanesia,3
1709,Polynesia,2019,False,16,Northern Africa,2
1710,Polynesia,2019,False,16,Eastern Europe,1
1711,Polynesia,2015,True,22,Northern America,72
1712,Polynesia,2015,True,22,Melanesia,2
1713,Polynesia,2015,True,22,Polynesia,36
1714,Polynesia,2015,True,22,Australia and New Zealand,29
1715,Polynesia,2015,True,22,Southern Asia,18
1716,Polynesia,2015,True,22,Western Europe,49
1717,Polynesia,2015,True,22,Western Asia,9
1718,Polynesia,2015,True,22,South-eastern Asia,45
1719,Polynesia,2015,True,22,Northern Europe,54
1720,Polynesia,2015,True,22,Latin America and the Caribbean,14
1721,Polynesia,2015,True,22,Southern Europe,18
1722,Polynesia,2015,True,22,Eastern Asia,67
1723,Polynesia,2015,True,22,Eastern Europe,8
1724,Polynesia,2015,True,22,Northern Africa,2
1725,Polynesia,2015,True,22,Sub-Saharan Africa,10
1726,Eastern Asia,2014,True,120532,Western Asia,91085
1727,Eastern Asia,2014,True,120532,South-eastern Asia,86370
1728,Eastern Asia,2014,True,120532,Western Europe,333923
1729,Eastern Asia,2014,True,120532,Southern Asia,183163
1730,Eastern Asia,2014,True,120532,Southern Europe,199317
1731,Eastern Asia,2014,True,120532,Northern Europe,281842
1732,Eastern Asia,2014,True,120532,Northern America,780180
1733,Eastern Asia,2014,True,120532,Eastern Asia,1367869
1734,Eastern Asia,2014,True,120532,Eastern Europe,98816
1735,Eastern Asia,2014,True,120532,Australia and New Zealand,120320
1736,Eastern Asia,2014,True,120532,Latin America and the Caribbean,101240
1737,Eastern Asia,2014,True,120532,Sub-Saharan Africa,41544
1738,Eastern Asia,2014,True,120532,Northern Africa,26991
1739,Eastern Asia,2014,True,120532,Central Asia,1608
1740,Eastern Asia,2014,True,120532,Melanesia,397
1741,Eastern Asia,2014,True,120532,Polynesia,45
1742,Eastern Asia,2014,True,120532,Micronesia,5
1743,Southern Europe,2019,False,59820,Western Europe,63311
1744,Southern Europe,2019,False,59820,Northern Europe,54804
1745,Southern Europe,2019,False,59820,Northern America,98423
1746,Southern Europe,2019,False,59820,Southern Europe,165422
1747,Southern Europe,2019,False,59820,Australia and New Zealand,20087
1748,Southern Europe,2019,False,59820,Southern Asia,42596
1749,Southern Europe,2019,False,59820,Eastern Europe,26407
1750,Southern Europe,2019,False,59820,Eastern Asia,123781
1751,Southern Europe,2019,False,59820,Latin America and the Caribbean,33557
1752,Southern Europe,2019,False,59820,Western Asia,26269
1753,Southern Europe,2019,False,59820,South-eastern Asia,15106
1754,Southern Europe,2019,False,59820,Sub-Saharan Africa,7701
1755,Southern Europe,2019,False,59820,Northern Africa,8146
1756,Southern Europe,2019,False,59820,Polynesia,6
1757,Southern Europe,2019,False,59820,Central Asia,429
1758,Southern Europe,2019,False,59820,Melanesia,107
1759,Latin America and the Caribbean,2016,False,36604,Northern Europe,44203
1760,Latin America and the Caribbean,2016,False,36604,Southern Asia,40361
1761,Latin America and the Caribbean,2016,False,36604,Latin America and the Caribbean,152779
1762,Latin America and the Caribbean,2016,False,36604,Western Europe,50017
1763,Latin America and the Caribbean,2016,False,36604,Northern America,102547
1764,Latin America and the Caribbean,2016,False,36604,Eastern Asia,97984
1765,Latin America and the Caribbean,2016,False,36604,Eastern Europe,18784
1766,Latin America and the Caribbean,2016,False,36604,Northern Africa,6460
1767,Latin America and the Caribbean,2016,False,36604,Southern Europe,54116
1768,Latin America and the Caribbean,2016,False,36604,Western Asia,18318
1769,Latin America and the Caribbean,2016,False,36604,Australia and New Zealand,21347
1770,Latin America and the Caribbean,2016,False,36604,South-eastern Asia,15097
1771,Latin America and the Caribbean,2016,False,36604,Sub-Saharan Africa,9660
1772,Latin America and the Caribbean,2016,False,36604,Central Asia,306
1773,Latin America and the Caribbean,2016,False,36604,Melanesia,108
1774,Latin America and the Caribbean,2016,False,36604,Polynesia,13
1775,Central Asia,2014,False,380,Western Asia,268
1776,Central Asia,2014,False,380,Sub-Saharan Africa,73
1777,Central Asia,2014,False,380,Northern Europe,312
1778,Central Asia,2014,False,380,Eastern Europe,495
1779,Central Asia,2014,False,380,Northern America,608
1780,Central Asia,2014,False,380,Eastern Asia,928
1781,Central Asia,2014,False,380,Central Asia,703
1782,Central Asia,2014,False,380,Western Europe,348
1783,Central Asia,2014,False,380,Southern Asia,290
1784,Central Asia,2014,False,380,Southern Europe,242
1785,Central Asia,2014,False,380,Northern Africa,41
1786,Central Asia,2014,False,380,Latin America and the Caribbean,97
1787,Central Asia,2014,False,380,Australia and New Zealand,131
1788,Central Asia,2014,False,380,South-eastern Asia,108
1789,Central Asia,2014,False,380,Melanesia,1
1790,Northern Europe,2018,True,158256,South-eastern Asia,77028
1791,Northern Europe,2018,True,158256,Eastern Europe,118858
1792,Northern Europe,2018,True,158256,Southern Europe,311777
1793,Northern Europe,2018,True,158256,Eastern Asia,615049
1794,Northern Europe,2018,True,158256,Northern America,892655
1795,Northern Europe,2018,True,158256,Western Europe,536661
1796,Northern Europe,2018,True,158256,Sub-Saharan Africa,72456
1797,Northern Europe,2018,True,158256,Western Asia,102758
1798,Northern Europe,2018,True,158256,Latin America and the Caribbean,133814
1799,Northern Europe,2018,True,158256,Australia and New Zealand,198377
1800,Northern Europe,2018,True,158256,Northern Europe,812557
1801,Northern Europe,2018,True,158256,Northern Africa,20658
1802,Northern Europe,2018,True,158256,Southern Asia,148195
1803,Northern Europe,2018,True,158256,Central Asia,2009
1804,Northern Europe,2018,True,158256,Melanesia,687
1805,Northern Europe,2018,True,158256,Polynesia,54
1806,Northern Europe,2018,True,158256,Micronesia,3
1807,Australia and New Zealand,2010,True,17679,Western Asia,25655
1808,Australia and New Zealand,2010,True,17679,Western Europe,147542
1809,Australia and New Zealand,2010,True,17679,Eastern Asia,152888
1810,Australia and New Zealand,2010,True,17679,Australia and New Zealand,161382
1811,Australia and New Zealand,2010,True,17679,Northern America,308265
1812,Australia and New Zealand,2010,True,17679,South-eastern Asia,21888
1813,Australia and New Zealand,2010,True,17679,Southern Europe,77915
1814,Australia and New Zealand,2010,True,17679,Northern Europe,151100
1815,Australia and New Zealand,2010,True,17679,Northern Africa,5663
1816,Australia and New Zealand,2010,True,17679,Sub-Saharan Africa,20733
1817,Australia and New Zealand,2010,True,17679,Eastern Europe,27777
1818,Australia and New Zealand,2010,True,17679,Southern Asia,37053
1819,Australia and New Zealand,2010,True,17679,Latin America and the Caribbean,42318
1820,Australia and New Zealand,2010,True,17679,Melanesia,579
1821,Australia and New Zealand,2010,True,17679,Central Asia,287
1822,Australia and New Zealand,2010,True,17679,Polynesia,27
1823,South-eastern Asia,2019,False,25998,Western Asia,22102
1824,South-eastern Asia,2019,False,25998,Australia and New Zealand,15221
1825,South-eastern Asia,2019,False,25998,South-eastern Asia,65052
1826,South-eastern Asia,2019,False,25998,Southern Europe,15355
1827,South-eastern Asia,2019,False,25998,Northern Europe,21882
1828,South-eastern Asia,2019,False,25998,Northern Africa,6226
1829,South-eastern Asia,2019,False,25998,Sub-Saharan Africa,6330
1830,South-eastern Asia,2019,False,25998,Northern America,43575
1831,South-eastern Asia,2019,False,25998,Latin America and the Caribbean,10162
1832,South-eastern Asia,2019,False,25998,Eastern Asia,136041
1833,South-eastern Asia,2019,False,25998,Southern Asia,45381
1834,South-eastern Asia,2019,False,25998,Western Europe,18353
1835,South-eastern Asia,2019,False,25998,Eastern Europe,9706
1836,South-eastern Asia,2019,False,25998,Melanesia,76
1837,South-eastern Asia,2019,False,25998,Central Asia,434
1838,South-eastern Asia,2019,False,25998,Polynesia,6
1839,Melanesia,2019,False,160,Australia and New Zealand,174
1840,Melanesia,2019,False,160,Northern Europe,87
1841,Melanesia,2019,False,160,Sub-Saharan Africa,82
1842,Melanesia,2019,False,160,Northern America,169
1843,Melanesia,2019,False,160,Eastern Asia,269
1844,Melanesia,2019,False,160,South-eastern Asia,75
1845,Melanesia,2019,False,160,Melanesia,175
1846,Melanesia,2019,False,160,Southern Asia,175
1847,Melanesia,2019,False,160,Western Asia,79
1848,Melanesia,2019,False,160,Latin America and the Caribbean,70
1849,Melanesia,2019,False,160,Eastern Europe,30
1850,Melanesia,2019,False,160,Southern Europe,73
1851,Melanesia,2019,False,160,Western Europe,73
1852,Melanesia,2019,False,160,Northern Africa,17
1853,Eastern Asia,2016,False,274478,South-eastern Asia,179871
1854,Eastern Asia,2016,False,274478,Latin America and the Caribbean,117489
1855,Eastern Asia,2016,False,274478,Sub-Saharan Africa,48327
1856,Eastern Asia,2016,False,274478,Western Asia,159167
1857,Eastern Asia,2016,False,274478,Northern Africa,47191
1858,Eastern Asia,2016,False,274478,Southern Asia,415739
1859,Eastern Asia,2016,False,274478,Australia and New Zealand,181105
1860,Eastern Asia,2016,False,274478,Western Europe,313772
1861,Eastern Asia,2016,False,274478,Northern Europe,298450
1862,Eastern Asia,2016,False,274478,Southern Europe,215602
1863,Eastern Asia,2016,False,274478,Northern America,798481
1864,Eastern Asia,2016,False,274478,Eastern Asia,3282856
1865,Eastern Asia,2016,False,274478,Eastern Europe,129511
1866,Eastern Asia,2016,False,274478,Central Asia,3007
1867,Eastern Asia,2016,False,274478,Melanesia,556
1868,Eastern Asia,2016,False,274478,Polynesia,40
1869,Southern Europe,2016,False,71699,Southern Asia,84679
1870,Southern Europe,2016,False,71699,Eastern Asia,249259
1871,Southern Europe,2016,False,71699,Latin America and the Caribbean,72074
1872,Southern Europe,2016,False,71699,Northern America,229440
1873,Southern Europe,2016,False,71699,Western Asia,48648
1874,Southern Europe,2016,False,71699,Western Europe,148004
1875,Southern Europe,2016,False,71699,Eastern Europe,54838
1876,Southern Europe,2016,False,71699,Northern Europe,123475
1877,Southern Europe,2016,False,71699,Australia and New Zealand,44529
1878,Southern Europe,2016,False,71699,Southern Europe,332485
1879,Southern Europe,2016,False,71699,Northern Africa,14626
1880,Southern Europe,2016,False,71699,South-eastern Asia,30971
1881,Southern Europe,2016,False,71699,Sub-Saharan Africa,16900
1882,Southern Europe,2016,False,71699,Central Asia,747
1883,Southern Europe,2016,False,71699,Melanesia,240
1884,Southern Europe,2016,False,71699,Polynesia,21
1885,Northern Europe,2013,False,105984,Southern Asia,126062
1886,Northern Europe,2013,False,105984,South-eastern Asia,61890
1887,Northern Europe,2013,False,105984,Australia and New Zealand,166159
1888,Northern Europe,2013,False,105984,Latin America and the Caribbean,100425
1889,Northern Europe,2013,False,105984,Eastern Asia,505196
